t_s,altitude_m,velocity_mps,accel_mps2,mass_kg,thrust_N,drag_N,cd,mach,q_Pa,cg_mm,static_margin_cal,phase
8.2550,327.910,2.529,-9.815,1.15570,0.00,0.009,0.7145,0.0075,3.8,677.62,2.9196,coast
8.2600,327.922,2.480,-9.814,1.15570,0.00,0.009,0.7167,0.0073,3.7,677.62,2.9196,coast
8.2650,327.935,2.431,-9.814,1.15570,0.00,0.009,0.7190,0.0072,3.5,677.62,2.9196,coast
8.2700,327.947,2.382,-9.814,1.15570,0.00,0.008,0.7214,0.0070,3.4,677.62,2.9196,coast
8.2750,327.958,2.333,-9.814,1.15570,0.00,0.008,0.7238,0.0069,3.2,677.62,2.9196,coast
8.2800,327.970,2.284,-9.813,1.15570,0.00,0.008,0.7262,0.0067,3.1,677.62,2.9196,coast
8.2850,327.981,2.235,-9.813,1.15570,0.00,0.007,0.7288,0.0066,3.0,677.62,2.9196,coast
8.2900,327.992,2.186,-9.813,1.15570,0.00,0.007,0.7314,0.0064,2.8,677.62,2.9196,coast
8.2950,328.003,2.137,-9.813,1.15570,0.00,0.007,0.7341,0.0063,2.7,677.62,2.9196,coast
8.3000,328.014,2.088,-9.812,1.15570,0.00,0.007,0.7368,0.0062,2.6,677.62,2.9196,coast
8.3050,328.024,2.039,-9.812,1.15570,0.00,0.006,0.7396,0.0060,2.5,677.62,2.9196,coast
8.3100,328.034,1.990,-9.812,1.15570,0.00,0.006,0.7426,0.0059,2.3,677.62,2.9196,coast
8.3150,328.044,1.941,-9.812,1.15570,0.00,0.006,0.7456,0.0057,2.2,677.62,2.9196,coast
8.3200,328.054,1.892,-9.811,1.15570,0.00,0.005,0.7486,0.0056,2.1,677.62,2.9196,coast
8.3250,328.063,1.842,-9.811,1.15570,0.00,0.005,0.7518,0.0054,2.0,677.62,2.9196,coast
8.3300,328.072,1.793,-9.811,1.15570,0.00,0.005,0.7551,0.0053,1.9,677.62,2.9196,coast
8.3350,328.081,1.744,-9.811,1.15570,0.00,0.005,0.7585,0.0051,1.8,677.62,2.9196,coast
8.3400,328.089,1.695,-9.810,1.15570,0.00,0.004,0.7620,0.0050,1.7,677.62,2.9196,coast
8.3450,328.098,1.646,-9.810,1.15570,0.00,0.004,0.7657,0.0049,1.6,677.62,2.9196,coast
8.3500,328.106,1.597,-9.810,1.15570,0.00,0.004,0.7695,0.0047,1.5,677.62,2.9196,coast
8.3550,328.114,1.548,-9.810,1.15570,0.00,0.004,0.7734,0.0046,1.4,677.62,2.9196,coast
8.3600,328.121,1.499,-9.810,1.15570,0.00,0.004,0.7775,0.0044,1.3,677.62,2.9196,coast
8.3650,328.129,1.450,-9.810,1.15570,0.00,0.003,0.7817,0.0043,1.2,677.62,2.9196,coast
8.3700,328.136,1.401,-9.809,1.15570,0.00,0.003,0.7861,0.0041,1.2,677.62,2.9196,coast
8.3750,328.143,1.352,-9.809,1.15570,0.00,0.003,0.7907,0.0040,1.1,677.62,2.9196,coast
8.3800,328.149,1.303,-9.809,1.15570,0.00,0.003,0.7955,0.0038,1.0,677.62,2.9196,coast
8.3850,328.156,1.254,-9.809,1.15570,0.00,0.003,0.8005,0.0037,0.9,677.62,2.9196,coast
8.3900,328.162,1.205,-9.809,1.15570,0.00,0.002,0.8058,0.0036,0.9,677.62,2.9196,coast
8.3950,328.168,1.156,-9.809,1.15570,0.00,0.002,0.8113,0.0034,0.8,677.62,2.9196,coast
8.4000,328.173,1.107,-9.808,1.15570,0.00,0.002,0.8171,0.0033,0.7,677.62,2.9196,coast
8.4050,328.179,1.058,-9.808,1.15570,0.00,0.002,0.8233,0.0031,0.7,677.62,2.9196,coast
8.4100,328.184,1.009,-9.808,1.15570,0.00,0.002,0.8298,0.0030,0.6,677.62,2.9196,coast
8.4150,328.189,0.960,-9.808,1.15570,0.00,0.002,0.8366,0.0028,0.5,677.62,2.9196,coast
8.4200,328.194,0.911,-9.808,1.15570,0.00,0.001,0.8440,0.0027,0.5,677.62,2.9196,coast
8.4250,328.198,0.862,-9.808,1.15570,0.00,0.001,0.8518,0.0025,0.4,677.62,2.9196,coast
8.4300,328.202,0.813,-9.808,1.15570,0.00,0.001,0.8601,0.0024,0.4,677.62,2.9196,coast
8.4350,328.206,0.763,-9.808,1.15570,0.00,0.001,0.8691,0.0023,0.3,677.62,2.9196,coast
8.4400,328.210,0.714,-9.807,1.15570,0.00,0.001,0.8788,0.0021,0.3,677.62,2.9196,coast
8.4450,328.213,0.665,-9.807,1.15570,0.00,0.001,0.8893,0.0020,0.3,677.62,2.9196,coast
8.4500,328.217,0.616,-9.807,1.15570,0.00,0.001,0.9008,0.0018,0.2,677.62,2.9196,coast
8.4550,328.219,0.567,-9.807,1.15570,0.00,0.001,0.9135,0.0017,0.2,677.62,2.9196,coast
8.4600,328.222,0.518,-9.807,1.15570,0.00,0.001,0.9276,0.0015,0.2,677.62,2.9196,coast
8.4650,328.225,0.469,-9.807,1.15570,0.00,0.000,0.9433,0.0014,0.1,677.62,2.9196,coast
8.4700,328.227,0.420,-9.807,1.15570,0.00,0.000,0.9612,0.0012,0.1,677.62,2.9196,coast
8.4750,328.229,0.371,-9.807,1.15570,0.00,0.000,0.9817,0.0011,0.1,677.62,2.9196,coast
8.4800,328.231,0.322,-9.807,1.15570,0.00,0.000,1.0058,0.0010,0.1,677.62,2.9196,coast
8.4850,328.232,0.273,-9.807,1.15570,0.00,0.000,1.0348,0.0008,0.0,677.62,2.9196,coast
8.4900,328.233,0.224,-9.807,1.15570,0.00,0.000,1.0708,0.0007,0.0,677.62,2.9196,coast
8.4950,328.234,0.175,-9.807,1.15570,0.00,0.000,1.1177,0.0005,0.0,677.62,2.9196,coast
8.5000,328.235,0.126,-9.807,1.15570,0.00,0.000,1.1758,0.0004,0.0,677.62,2.9196,coast
8.5050,328.236,0.077,-9.807,1.15570,0.00,0.000,1.1758,0.0002,0.0,677.62,2.9196,coast
8.5100,328.236,0.028,-9.807,1.15570,0.00,0.000,1.1758,0.0001,0.0,677.62,2.9196,coast
8.5150,328.236,-0.021,-9.806,1.15570,0.00,-0.000,0.0000,0.0001,0.0,677.62,2.9196,descent
8.5350,328.233,-0.217,-9.789,1.15570,0.00,-0.020,0.0000,0.0006,0.0,677.62,2.9196,descent
8.5550,328.227,-0.412,-9.744,1.15570,0.00,-0.072,0.0000,0.0012,0.1,677.62,2.9196,descent
8.5750,328.217,-0.607,-9.671,1.15570,0.00,-0.156,0.0000,0.0018,0.2,677.62,2.9196,descent
8.5950,328.203,-0.799,-9.572,1.15570,0.00,-0.271,0.0000,0.0024,0.4,677.62,2.9196,descent
8.6150,328.185,-0.989,-9.447,1.15570,0.00,-0.416,0.0000,0.0029,0.6,677.62,2.9196,descent
8.6350,328.163,-1.177,-9.298,1.15570,0.00,-0.588,0.0000,0.0035,0.8,677.62,2.9196,descent
8.6550,328.138,-1.361,-9.126,1.15570,0.00,-0.786,0.0000,0.0040,1.1,677.62,2.9196,descent
8.6750,328.109,-1.542,-8.934,1.15570,0.00,-1.009,0.0000,0.0045,1.4,677.62,2.9196,descent
8.6950,328.076,-1.718,-8.722,1.15570,0.00,-1.253,0.0000,0.0051,1.8,677.62,2.9196,descent
8.7150,328.040,-1.891,-8.494,1.15570,0.00,-1.517,0.0000,0.0056,2.1,677.62,2.9196,descent
8.7350,328.001,-2.058,-8.251,1.15570,0.00,-1.798,0.0000,0.0061,2.5,677.62,2.9196,descent
8.7550,327.958,-2.221,-7.996,1.15570,0.00,-2.093,0.0000,0.0065,2.9,677.62,2.9196,descent
8.7750,327.912,-2.378,-7.730,1.15570,0.00,-2.400,0.0000,0.0070,3.4,677.62,2.9196,descent
8.7950,327.863,-2.530,-7.456,1.15570,0.00,-2.717,0.0000,0.0075,3.8,677.62,2.9196,descent
8.8150,327.811,-2.676,-7.176,1.15570,0.00,-3.040,0.0000,0.0079,4.2,677.62,2.9196,descent
8.8350,327.756,-2.817,-6.892,1.15570,0.00,-3.368,0.0000,0.0083,4.7,677.62,2.9196,descent
8.8550,327.698,-2.952,-6.606,1.15570,0.00,-3.699,0.0000,0.0087,5.2,677.62,2.9196,descent
8.8750,327.638,-3.081,-6.320,1.15570,0.00,-4.030,0.0000,0.0091,5.6,677.62,2.9196,descent
8.8950,327.575,-3.204,-6.035,1.15570,0.00,-4.359,0.0000,0.0095,6.1,677.62,2.9196,descent
8.9150,327.510,-3.322,-5.752,1.15570,0.00,-4.686,0.0000,0.0098,6.6,677.62,2.9196,descent
8.9350,327.442,-3.435,-5.473,1.15570,0.00,-5.008,0.0000,0.0101,7.0,677.62,2.9196,descent
8.9550,327.372,-3.541,-5.200,1.15570,0.00,-5.324,0.0000,0.0104,7.4,677.62,2.9196,descent
8.9750,327.301,-3.643,-4.933,1.15570,0.00,-5.633,0.0000,0.0107,7.9,677.62,2.9196,descent
8.9950,327.227,-3.739,-4.672,1.15570,0.00,-5.934,0.0000,0.0110,8.3,677.62,2.9196,descent
9.0150,327.151,-3.830,-4.419,1.15570,0.00,-6.226,0.0000,0.0113,8.7,677.62,2.9196,descent
9.0350,327.074,-3.915,-4.175,1.15570,0.00,-6.509,0.0000,0.0115,9.1,677.62,2.9196,descent
9.0550,326.994,-3.997,-3.939,1.15570,0.00,-6.781,0.0000,0.0118,9.5,677.62,2.9196,descent
9.0750,326.914,-4.073,-3.712,1.15570,0.00,-7.043,0.0000,0.0120,9.8,677.62,2.9196,descent
9.0950,326.832,-4.145,-3.495,1.15570,0.00,-7.295,0.0000,0.0122,10.2,677.62,2.9196,descent
9.1150,326.748,-4.213,-3.286,1.15570,0.00,-7.535,0.0000,0.0124,10.5,677.62,2.9196,descent
9.1350,326.663,-4.277,-3.088,1.15570,0.00,-7.765,0.0000,0.0126,10.9,677.62,2.9196,descent
9.1550,326.577,-4.337,-2.898,1.15570,0.00,-7.984,0.0000,0.0128,11.2,677.62,2.9196,descent
9.1750,326.490,-4.393,-2.718,1.15570,0.00,-8.192,0.0000,0.0130,11.5,677.62,2.9196,descent
9.1950,326.401,-4.445,-2.547,1.15570,0.00,-8.390,0.0000,0.0131,11.7,677.62,2.9196,descent
9.2150,326.312,-4.495,-2.385,1.15570,0.00,-8.577,0.0000,0.0133,12.0,677.62,2.9196,descent
9.2350,326.221,-4.541,-2.232,1.15570,0.00,-8.754,0.0000,0.0134,12.2,677.62,2.9196,descent
9.2550,326.130,-4.584,-2.087,1.15570,0.00,-8.922,0.0000,0.0135,12.5,677.62,2.9196,descent
9.2750,326.038,-4.624,-1.950,1.15570,0.00,-9.079,0.0000,0.0136,12.7,677.62,2.9196,descent
9.2950,325.945,-4.662,-1.822,1.15570,0.00,-9.228,0.0000,0.0138,12.9,677.62,2.9196,descent
9.3150,325.852,-4.697,-1.701,1.15570,0.00,-9.368,0.0000,0.0139,13.1,677.62,2.9196,descent
9.3350,325.757,-4.730,-1.587,1.15570,0.00,-9.500,0.0000,0.0140,13.3,677.62,2.9196,descent
9.3550,325.662,-4.761,-1.480,1.15570,0.00,-9.623,0.0000,0.0140,13.5,677.62,2.9196,descent
9.3750,325.567,-4.789,-1.379,1.15570,0.00,-9.739,0.0000,0.0141,13.6,677.62,2.9196,descent
9.3950,325.471,-4.816,-1.285,1.15570,0.00,-9.848,0.0000,0.0142,13.8,677.62,2.9196,descent
9.4150,325.374,-4.841,-1.197,1.15570,0.00,-9.950,0.0000,0.0143,13.9,677.62,2.9196,descent
9.4350,325.277,-4.864,-1.115,1.15570,0.00,-10.045,0.0000,0.0143,14.0,677.62,2.9196,descent
9.4550,325.180,-4.885,-1.038,1.15570,0.00,-10.134,0.0000,0.0144,14.2,677.62,2.9196,descent
